filename,pages,parser_family,avg_chars_per_page,avg_lines_per_page,numbered_line_ratio,section_header_count,detected_sections,has_bibliography,probable_ocr_quality,notes
33 (1987) - McKay.pdf,25,enumerated,2594.0,61.08,0.0897,24,"['AENEID: CHARACTERS', 'AENEID: GENERAL STUDIES', 'AENEID: GEOGRAPHY, ART, AND ARCHAEOLOGY', 'AENEID: INDIVIDUAL BOOKS', 'AENEID: THE LEGENDS', 'ANCIENT AUTHORS AFTER VERGIL', 'APPENDIX VERGIUANA', 'BIBLIOGRAPHY', 'CONCORDANCE', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EDITIONS AND TRANSLATIONS', 'ENCYCLOPAEDIC STUDIES', 'GEORGICS: GENERAL STUDIES', 'GEORGICS: INDIVIDUAL POEMS', 'MANUSCRIPTS', 'RELIGION AND PHILOSOPHY', 'ROME AND AUGUSTUS', 'STYLE AND LANGUAGE', 'VERGIL', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND LATER AGES', 'VERGIL AND OTHER AUGUSTAN POETS', 'VERGILIAN BIMILLENARY PUBLICATIONS']",True,excellent,[]
34 (1988) - McKay.pdf,41,enumerated,2241.41,38.95,0.3456,22,"['AENEID : CHARACTERS', 'AENEID : GEOGRAPHY, ART, AND ARCHAEOLOGY', 'AENEID: GENERAL STUDIES', 'AENEID: INDIVIDUAL BOOKS', 'ANCIENT LIVES', 'APPENDIX VERGI LIANA', 'BIBLIOGRAPHY', 'COMPUTER STUDIES', 'ECLOGUES : INDIVIDUAL POEMS', 'ECLOGUES: GENERAL', 'EDITIONS AND TRANSLATIONS', 'ENCYCLOPAEDIC STUDIES', 'GEORGICS : GENERAL STUDIES', 'MANUSCRIPTS', 'MYTHS AND LEGENDS', 'RELIGION AND PHILOSOPHY', 'ROME AND AUGUSTUS', 'SCHOLIA AND COMMENTATORES', 'STYLE, LANGUAGE, METER', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND OTHER AUGUSTAN POETS', 'VERGILIAN BIMILLENARY PUBLICATIONS AND COLLECTIONS']",True,excellent,[]
35 (1989) - McKay.pdf,33,enumerated,2166.33,38.24,0.3336,25,"['AENEID: CHARACTERS', 'AENEID: GENERAL STUDIES', 'AENEID: GEOGRAPHY, ART & ARCHAEOLOGY', 'AENEID: INDIVIDUAL BOOKS', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT LIVES', 'APPENDIX VERGILIANA', 'BIBLIOGRAPHY', 'COMPUTER STUDIES', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EDITIONS AND TRANSLATIONS', 'ENCYCLOPAEDIC STUDIES AND LEXICA', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'MANUSCRIPTS', 'MYTHS & LEGENDS', 'RELIGION AND PHILOSOPHY', 'ROME AND AUGUSTUS', 'SCHOLIA AND COMMENTATORES', 'STYLE, LANGUAGE, METER', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND LATER AGES', 'VERGIL AND OTHER AUGUSTAN WRITERS', 'VERGILLAN BIMILLENARY PUBLICATIONS & COLLECTIONS']",True,excellent,[]
36 (1990) - McKay.pdf,26,enumerated,2089.35,37.62,0.3609,26,"['AENEID: GENERAL STUDIES', 'AENEID: GEOGRAPHY, ART & ARCHAEOLOGY', 'AENEID: INDIVIDUAL BOOKS', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT LIVES', 'APPENDIX VERGILIANA', 'BIBLIOGRAPHY', 'BIMILLENARY PUBLICATIONS AND COLLECTIONS', 'CHARACTERS', 'COMPUTER STUDIES', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EDITIONS AND TRANSLATIONS', 'ENCYCLOPEDIC STUDIES AND LEXICA', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'LATIN SUMMER SCHOOL', 'MANUSCRIPTS', 'MYTHS AND LEGENDS', 'RELIGION AND PHILOSOPHY', 'ROME AND AUGUSTUS', 'SCHOLIA AND COMMENTATORES', 'STYLE, LANGUAGE, METER', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND LATER AGES', 'VERGIL AND OTHER AUGUSTAN WRITERS']",True,excellent,[]
37 (1991) - McKay.pdf,36,enumerated,2178.89,39.25,0.3708,34,"['AENEID: GENERAL STUDIES', 'AENEID: INDIVIDUAL BOOKS', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT LIVES', 'APPENDIX VIRGILIANA', 'ART AND THE AENEID', 'BIBLIOGRAPHY', 'CHARACTERS', 'COLLECTIONS', 'CURRENT OR OUT OF PRINT', 'ECLOGUES : INDIVIDUAL POEMS', 'EIGHTEENTH-CENTURY WRITERS', 'FOREIGN BOOKS', 'GEORGICS : GENERAL STUDIES', 'GEORGICS : INDIVIDUAL POEMS', 'LANGUAGE', 'MANUSCRIPTS: TEXTUAL TRADITION', 'METER', 'MODERN TRANSLATIONS', 'NINETEENTH-CENTURY WRITERS', 'RELIGION AND PHILOSOPHY', 'RENAISSANCE AND TUDOR WRITERS', 'ROME AND AUGUSTUS', 'SEVENTEENTH-CENTURY WRITERS', 'STYLE', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TWENTIETH CENTURY WRITERS', 'VERGIL AND ART', 'VERGIL AND AUGUSTAN WRITERS: POETS', 'VERGIL AND AUGUSTAN WRITERS: PROSE', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND LATER AGES: GENERAL', 'VERGIL AND MUSIC']",True,excellent,[]
38 (1992) - McKay.pdf,25,enumerated,2029.52,36.56,0.3031,30,"['ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA', 'ANCIENT LIVES', 'APPENDIX VERGILIANA', 'ART AND THEAENEID', 'BIBLIOGRAPHY', 'CHARACTERS', 'COLLECTIONS', 'ECLOGUES : INDIVIDUAL', 'ECLOGUES: GENERAL STUDIES', 'EIGHTEENTH-CENTURY WRITERS', 'GEORGICS : GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'LANDSCAPE, TOPOGRAPHY AND ARCHAEOLOGY', 'MANUSCRIPTS: TEXTUAL TRADITION', 'MODERN TRANSLATIONS', 'NINETEENTI I-CENTU R Y WRITERS', 'RELIGION AND PHILOSOPHY', 'RENAISSANCE AND TUDOR WRITERS', 'ROME AND AUGUSTAN WRITERS', 'ROME AND AUGUSTUS', 'SEVENTEENTH-CENTURY WRITERS', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TWENTIETH-CENTURY WRITERS', 'VERGIL AND ART', 'VERGIL AND AUGUSTAN WRITERS: PROSE', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND LATER AGES: GENERAL', 'VERGIL AND MUSIC']",True,excellent,[]
39 (1993) - McKay.pdf,30,enumerated,2076.7,36.8,0.3207,33,"['AENEID : GENERAL', 'AENEID : INDIVIDUAL BOOKS', 'AENEID: LEGENDS AND MYTHS', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA', 'ANCIENT LIVES', 'APPENDIX VERGILIANA', 'ART AND THE AENEID', 'BIBLIOGRAPHY', 'CHARACTERS', 'ECLOGUES : GENERAL', 'EIGHTEENTH-CENTURY WRITERS', 'ENCYCLOPEDIA, COLLECTIONS', 'GEORGICS : INDIVIDUAL POEMS', 'GEORGICS: GENERAL', 'IN MEMORIAM', 'JOHN PATRICK SULLIVAN', 'LANDSCAPE, TOPOGRAPHY AND ARCHAEOLOGY', 'MANUSCRIPTS, TEXTUAL TRADITION', 'MODERN TRANSLATIONS', 'NINETEENTH-CENTURY WRITERS', 'RELIGION AND PHILOSOPHY', 'RENAISSANCE AND TUDOR WRITERS', 'ROME AND AUGUSTUS', 'SEVENTEENTH-CENTURY WRITERS', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TWENTIETH-CENTURY WRITERS', 'VERGIL AND ART', 'VERGIL AND AUGUSTAN WRITERS: VERSE', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND LATER AGES: GENERAL', 'VERGIL AND MUSIC']",True,excellent,[]
40 (1994) - McKay.pdf,22,enumerated,2019.64,35.86,0.3359,35,"['AENEID : GENERAL', 'AENEID : LEGENDS AND MYTHS', 'AENEID: INDIVIDUAL BOOKS', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA', 'ANCIENT LIVES', 'ANNOUNCEMENT', 'APPENDIX VERGIUANA', 'ART AND THE AENEID', 'BIBLIOGRAPHY', 'CHARACTERS', 'COMMEMORATIVE VOLUME', 'ECLOGUES : GENERAL', 'ECLOGUES : INDIVIDUAL POEMS', 'EIGHTEENTH-CENTURY WRITERS', 'GEORGICS : GENERAL', 'GEORGICS : INDIVIDUAL POEMS', 'LANDSCAPE, TOPOGRAPHY AND ARCHAEOLOGY', 'LEXICA, COLLECTIONS', 'MANUSCRIPTS, TEXTUAL TRADITION', 'MODERN TRANSLATIONS', 'NINETEENTH-CENTURY WRITERS', 'RELIGION AND PHILOSOPHY', 'RENAISSANCE AND TUDOR WRITERS', 'ROME AND AUGUSTUS', 'SEVENTEENTH-CENTURY WRITERS', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TWENTIETH-CENTURY WRITERS', 'VERGIL AND ART', 'VERGIL AND AUGUSTAN WRITERS: PROSE', 'VERGIL AND AUGUSTAN WRITERS: VERSE', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND LATER AGES: GENERAL', 'VERGIL AND MUSIC']",True,excellent,[]
41 (1995) - McKay.pdf,20,enumerated,1930.0,34.85,0.3286,33,"['AENEID: GENERAL', 'AENEID: LEGENDS AND MYTHS', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTAMES, SCHOLIA', 'ANCIENT LIVES', 'APPENDIX VERGILIANA', 'ART AND THE AENEID', 'BIBLIOGRAPHY', 'CHARACTERS', 'COMMEMORATIVE VOLUME', 'CURRENT OR OUT OF PRINT', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EIGHTEENTH-CENTURY WRITERS', 'FOREIGN BOOKS', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'LANDSCAPE, TOPOGRAPHY AND ARCHAEOLOGY', 'LEXICA, COLLECTIONS', 'MANUSCRIPTS, TEXTUAL TRADITION', 'NINETEENTH-CENTURY WRITERS', 'RELIGION AND PHILOSOPHY', 'RENAISSANCE AND TUDOR WRITERS', 'ROME AND AUGUSTUS', 'SEVENTEENTH-CENTURY WRITERS', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TWENTIETH-CENTURY WRITERS', 'VERGDL AND LATER AGES: GENERAL', 'VERGIL AND ART', 'VERGIL AND AUGUSTAN WRITERS: VERSE', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND MUSIC']",True,excellent,[]
42 (1996) - McKay.pdf,31,enumerated,1986.55,38.81,0.3067,33,"['AENEID: GENERAL', 'AENEID: INDIVIDUAL BOOKS', 'AENEID: LEGENDS AND MYTHS', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA', 'ANCIENT LIVES', 'APPENDIX VERGILIANA', 'BIBLIOGRAPHY', 'CHARACTERS', 'COMPANION', 'DEROUX VI, DEROUX VII', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EIGHTEENTH-CENTURY WRITERS', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'LANDSCAPE, TOPOGRAPHY AND ARCHAEOLOGY', 'LEXICA AND COLLECTIONS', 'MANUSCRIPTS, TEXTUAL TRADITION', 'MIDDLE AGES', 'NINETEENTH-CENTURY WRITERS', 'RELIGION AND PHILOSOPHY', 'RENAISSANCE AND TUDOR WRITERS', 'ROME AND AUGUSTUS', 'SEVENTEENTH-CENTURY WRITERS', 'STYLE, LANGUAGE, AND METER', 'TRANSLATIONS', 'TWENTIETH-CENTURY WRITERS', 'VERGIL AND ART', 'VERGIL AND AUGUSTAN WRITERS: PROSE', 'VERGIL AND AUGUSTAN WRITERS: VERSE', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND LATER AGES: GENERAL']",True,excellent,[]
43 (1997) - McKay.pdf,22,enumerated,1987.64,37.5,0.2824,31,"['AENEID: CHARACTERS', 'AENEID: GENERAL', 'AENEID: INDIVIDUAL BOOKS', 'AENEID: LEGENDS AND MYTHS', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA', 'ANCIENT LIVES', 'APPENDIX VERGILIANA', 'BIBLIOGRAPHY', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EIGHTEENTH-CENTURY WRITERS', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'LANDSCAPE, TOPOGRAPHY AND ARCHAEOLOGY', 'LEXICA AND COLLECTIONS', 'MANUSCRIPTS, TEXTUAL TRADITION', 'MIDDLE AGES', 'NINETEENTH CENTURY WRITERS', 'RELIGION AND PHILOSOPHY', 'RENAISSANCE AND TUDOR WRITERS', 'ROME AND AUGUSTUS', 'SEVENTEENTH-CENTURY WRITERS', 'STYLE, LANGUAGE, AND METER', 'TRANSLATIONS', 'TWENTIETH-CENTURY WRITERS', 'VERGIL AND ART', 'VERGIL AND AUGUSTAN WRITERS: PROSE', 'VERGIL AND AUGUSTAN WRITERS: VERSE', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND LATER AGES: GENERAL']",True,excellent,[]
44 (1998) - McKay.pdf,26,enumerated,2076.85,39.35,0.2434,33,"['AENEID: GENERAL', 'AENEID: INDIVIDUAL BOOKS', 'AENEID: LEGENDS AND MYTHS', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA', 'APPENDIX VERGILIANA', 'BIBLIOGRAPHY', 'CHARACTERS', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL', 'FIRST CALL FOR PAPERS', 'FOR MORE INFORMATION AND SUBMISSIONS, CONTACT:', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL', 'LANDSCAPE, TOPOGRAPHY AND ARCHAEOLOGY', 'LEXICA AND COLLECTIONS', 'MANUSCRIPTS, TEXTUAL TRADITION', 'MIDDLE AGES', 'NINETEENTH CENTURY WRITERS', 'RELIGION AND PHILOSOPHY', 'RENAISSANCE AND TUDOR WRITERS', 'ROME AND AUGUSTUS', 'SEVENTEENTH CENTURY WRITERS', 'STYLE, LANGUAGE, AND METER', 'THE ETRUSCANS IN CAMPANIA', 'THE VERGILIAN SOCIETY', 'TRANSLATIONS', 'TWENTIETH CENTURY WRITERS', 'VERGIL AND ART', 'VERGIL AND AUGUSTAN WRITERS: VERSE', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND LATER AGES: GENERAL', 'VERGIL AND MUSIC']",True,excellent,[]
45 (1999) - McKay.pdf,35,enumerated,1843.03,35.8,0.2354,31,"['AENEID: CHARACTERS', 'AENEID: GENERAL', 'AENEID: INDIVIDUAL BOOKS', 'AENEID: LEGENDS AND MYTHS', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA', 'ANNUAL BIBLIOGRAPHY', 'APPENDIX VERGI LIANA', 'BIBLIOGRAPHY', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL', 'EIGHTEENTH CENTURY WRITERS', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL BOOKS', 'LANDSCAPE, TOPOGRAPHY, AND MONUMENTS', 'LEXICA AND COLLECTIONS', 'MANUSCRIPTS, TEXTUAL TRADITION', 'MIDDLE AGES', 'NINETEENTH CENTURY WRITERS', 'RELIGION AND PHILOSOPHY', 'RENAISSANCE AND TUDOR WRITERS', 'ROME AND AUGUSTUS', 'SEVENTEENTH CENTURY WRITERS', 'STYLE, LANGUAGE, AND METER', 'TRANSLATIONS', 'TWENTIETH CENTURY WRITERS', 'VERGIL AND ART', 'VERGIL AND AUGUSTAN WRITERS: VERSE', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND LATER AGES: GENERAL', 'WORLD WIDE WEB & CD ROM']",True,excellent,[]
46 (2000) - McKay.pdf,25,enumerated,1777.8,34.48,0.2773,30,"['AENEID: CHARACTERS', 'AENEID: GENERAL', 'AENEID: INDIVIDUAL BOOKS', 'AENEID: LEGENDS AND MYTHS', 'ANCIENT AUTHORS AFTER VERGIL', 'ANNUAL BIBLIOGRAPHY', 'APPENDIX VERGIUANA', 'BIBLIOGRAPHY', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL', 'GEORGIOS: GENERAL', 'GEORGIOS: INDIVIDUAL BOOKS', 'LANDSCAPE, TOPOGRAPHY, AND MONUMENTS', 'LEXICA AND COLLECTIONS', 'LIVES, ANCIENT COMMENTARIES, SCHOLIA', 'MIDDLE AGES', 'NECROLOGY', 'NINETEENTH CENTURY WRITERS', 'RELIGION AND PHILOSOPHY', 'RENAISSANCE AND TUDOR WRITERS', 'ROME AND AUGUSTUS', 'SEVENTEENTH CENTURY WRITERS', 'STYLE, LANGUAGE, AND METER', 'TRANSLATIONS', 'TWENTIETH CENTURY WRITERS', 'VERGIL AND ART', 'VERGIL AND AUGUSTAN WRITERS: VERSE', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND LATER AGES: GENERAL', 'VERGIL AND MUSIC']",True,excellent,[]
47 (2001) - McKay.pdf,26,enumerated,1907.04,33.58,0.2692,30,"['AENEID: CHARACTERS', 'AENEID: GENERAL', 'AENEID: LEGENDS AND MYTHS', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA', 'ANNUAL BIBLIOGRAPHY', 'APPENDIX VERGILIANA', 'BIBLIOGRAPHY', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL BOOKS', 'LANDSCAPE, TOPOGRAPHY, AND MONUMENTS', 'LEXICA AND COLLECTIONS', 'MANUSCRIPTS, TEXTUAL TRADITION', 'MIDDLE AGES', 'NECROLOGY', 'NINETEENTH CENTURY', 'RELIGION AND PHILOSOPHY', 'RENAISSANCE AND TUDOR WRITERS', 'ROME AND AUGUSTUS', 'SEVENTEENTH CENTURY', 'STYLE, LANGUAGE, AND METER', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'VERGIL AND ART', 'VERGIL AND AUGUSTAN WRITERS: VERSE', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND LATER AGES: GENERAL', 'VERGIL AND MUSIC']",True,excellent,[]
48 (2002) - McKay.pdf,23,null,1911.35,34.17,0.2494,30,"['AENEID: CHARACTERS', 'AENEID: GENERAL', 'AENEID: INDIVIDUAL BOOKS VII-XII', 'AENEID: LEGENDS AND MYTHS', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA', 'ANCIENT LIVES', 'ANNUAL BIBLIOGRAPHY', 'APPENDIX VERGILIANA', 'BIBLIOGRAPHY', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL', 'EIGHTEENTH CENTURY', 'GEORGICS: INDIVIDUAL', 'GEORGIOS: GENERAL', 'LANDSCAPE, TOPOGRAPHY, AND MONUMENTS', 'LEXICA AND COLLECTIONS', 'MANUSCRIPTS, TEXTUAL TRADITION', 'NECROLOGY', 'NINETEENTH CENTURY', 'RENAISSANCE AND TUDOR WRITERS', 'SEVENTEENTH CENTURY', 'STYLE, LANGUAGE, AND METER', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'VERGIL AND ART', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND LATER AGES: GENERAL', 'VERGIL AND MUSIC']",False,excellent,['No bibliography detected']
49 (2003) - McKay.pdf,22,enumerated,1870.68,34.95,0.2952,26,"['AENEID: CHARACTERS', 'AENEID: GENERAL', 'AENEID: INDIVIDUAL BOOKS VII-XII', 'AENEID: LEGENDS AND MYTHS', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA', 'ANNUAL BIBLIOGRAPHY', 'APPENDIX VERGILIANA', 'BIBLIOGRAPHY', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL', 'LANDSCAPE, HISTORY, AND MATERIAL CULTURE', 'LEXICA AND COLLECTIONS', 'MANUSCRIPTS, TEXTUAL TRADITION', 'NINETEENTH CENTURY', 'RENAISSANCE AND TUDOR WRITERS', 'SEVENTEENTH CENTURY', 'STYLE, LANGUAGE, AND METER', 'TRANSLATIONS', 'TWENTY-FIRST CENTURY', 'VERGIL AND ART', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND LATER AGES: GENERAL']",True,excellent,[]
50 (2004) - McKay.pdf,27,enumerated,1693.07,33.11,0.245,30,"['AENEID: CHARACTERS', 'AENEID: GENERAL', 'AENEID: INDIVIDUAL BOOKS VII-XII', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES: SCHOLIA: VITAE', 'ANNUAL BIBLIOGRAPHY', 'APPENDIX VERGILIANA', 'BIBLIOGRAPHY', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EIGHTEENTH CENTURY', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'LANDSCAPE, HISTORY, AND MATERIAL CULTURE', 'LEXICA, COMPANIONS, AND COLLECTIONS', 'MCMASTER UNIVERSITY', 'NINETEENTH CENTURY', 'OBITUARIES', 'PHILOSOPHY AND RELIGION', 'RENAISSANCE AND TUDOR WRITERS', 'SEVENTEENTH CENTURY', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'VERGIL AND ART', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND LATER AGES: GENERAL', 'VERGIL AND MUSIC', 'VIRGIL AND EARLIER WRITERS']",True,excellent,[]
52 (2005) - McKay.pdf,26,enumerated,1773.27,33.88,0.2599,27,"['AENEID: GENERAL', 'AENEID: INDIVIDUAL BOOKS VII-XII', 'AENEID: LEGENDS, MYTHS, AND FOLKLORE', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES: SCHOLIA: VITAE', 'ANNUAL BIBLIOGRAPHY', 'APPENDIX VERGILIANA', 'BIBLIOGRAPHY', 'CHARACTERS', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EIGHTEENTH CENTURY', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'LANDSCAPE, HISTORY, AND MATERIAL CULTURE', 'LEXICA, COMPANIONS, AND COLLECTIONS', 'PHILOSOPHY AND RELIGION', 'RENAISSANCE AND TUDOR WRITERS', 'SEVENTEENTH CENTURY', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'VERGIL AND ART', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND MUSIC']",True,excellent,[]
52 (2006) - McKay.pdf,25,enumerated,1813.04,35.6,0.2753,29,"['AENEID: GENERAL', 'AENEID: INDIVIDUAL BOOKS-I-VI', 'AENEID: INDIVIDUAL BOOKSVII-XII', 'AENEID: LEGENDS, MYTHS AND FOLKLORE', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES: SCHOLIA: VITAE', 'ANNUAL BIBLIOGRAPHY', 'APPENDIX VERGILIANA', 'BIBLIOGRAPHY', 'CHARACTERS', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EIGHTEENTH CENTURY', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'LANDSCAPE, HISTORY, AND MATERIAL CULTURE', 'LEXICA, COMPANIONS, AND COLLECTIONS', 'NINETEENTH CENTURY', 'PHILOSOPHY AND RELIGION', 'RENAISSANCE AND TUDOR WRITERS', 'SEVENTEENTH CENTURY', 'STYLE, LANGUAGE AND METER', 'THE MIDDLE AGES', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'TWENTY-FIRST CENTURY', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND THE ARTS']",True,excellent,[]
53 (2007) - Werner.pdf,27,enumerated,1848.89,36.04,0.2888,30,"['AENEID: GENERAL', 'AENEID: INDIVIDUAL BOOKS - I-VI', 'AENEID: INDIVIDUAL BOOKS - VII-XII', 'AENEID: LEGENDS, MYTHS AND FOLKLORE', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTAMES: SCHOLIA: VITAE', 'ANNUAL BIBLIOGRAPHY', 'APPENDIX VERGILIANA', 'BIBLIOGRAPHY', 'CHARACTERS', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EIGHTEENTH CENTURY', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'LANDSCAPE, HISTORY, AND MATERIAL CULTURE', 'LEXICA, COMPANIONS, AND COLLECTIONS', 'NINETEENTH CENTURY', 'PHILOSOPHY AND RELIGION', 'RENAISSANCE AND TUDOR WRITERS', 'SEVENTEENTH CENTURY', 'SHIRLEY WERNER', 'STYLE, LANGUAGE AND METER', 'THE MIDDLE AGES', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'UNIVERSITY OF CINCINNATI', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND THE ARTS']",True,excellent,[]
54 (2008) - Werner.pdf,29,enumerated,1434.41,39.03,0.1643,42,"['AENEID : CHARACTERS', 'AENEID : GENERAL', 'AENEID : INDIVIDUAL', 'AENEID : LEGENDS,', 'AFTER VERGIL', 'ANCIENT', 'ANCIENT AUTHORS', 'AND COLLECTIONS', 'AND MATERIAL CULTURE', 'ANNUAL BIBLIOGRAPHY', 'APPENDIX VERGILIANA', 'BIBLIOGRAPHIES', 'BIBLIOGRAPHY', 'BOOKS I-VI', 'BOOKS VII-XII', 'ECLOGUES : GENERAL', 'EIGHTEENTH CENTURY', 'GEORGICS : GENERAL', 'GEORGICS : INDIVIDUAL', 'LANDSCAPE, HISTORY,', 'LEXICA, COMPANIONS,', 'METER', 'MYTHS, AND FOLKLORE', 'NINETEENTH CENTURY', 'PHILOSOPHY AND', 'POEMS', 'RELIGION', 'RENAISSANCE AND', 'SEVENTEENTH CENTURY', 'SHIRLEY WERNER', 'STYLE, LANGUAGE, AND', 'THE MIDDLE AGES', 'TOPICAL INDEX', 'TRADITION', 'TRANSLATIONS', 'TUDOR WRITERS', 'TWENTIETH CENTURY', 'TWENTY-FIRST CENTURY', 'VERGIL AND AUGUSTAN', 'VERGIL AND EARLIER', 'VERGIL AND THE ARTS', 'WRITERS']",True,excellent,[]
